,good_bad
438879,1
422514,1
174065,1
426869,1
195289,0
142477,1
205421,1
35891,1
245469,1
362934,1
225834,1
253084,1
385697,1
91373,1
134811,1
153471,1
163105,1
48529,1
68355,0
56174,1
87663,1
145735,1
14235,1
340389,0
231536,1
154551,1
321590,1
289018,1
435000,1
387993,1
368359,1
397501,0
382637,1
41630,0
90901,0
446375,1
287730,1
9584,1
261130,0
335043,1
361405,1
368198,1
416058,1
83813,1
403471,1
394056,1
339453,1
377518,1
40258,1
73680,1
55735,1
264574,1
237267,0
318278,1
331934,1
441152,1
317279,1
385654,1
151565,1
248285,1
133502,0
26204,1
81447,1
403954,1
319907,1
15823,1
255469,1
7785,1
306430,0
446349,1
202104,1
28059,1
378079,1
373090,1
49678,1
308116,0
450161,1
274749,1
222371,1
214400,1
194943,1
171774,1
244100,1
295978,1
394322,1
406628,1
355918,1
438352,1
117171,1
11995,1
1940,1
362604,1
291177,1
345666,1
20133,1
238436,1
8243,1
403644,1
311670,1
391979,1
280500,1
81872,1
362784,1
224507,1
122126,0
160433,1
308120,1
163765,0
135190,0
132302,1
250432,1
244668,1
174379,1
445129,1
121532,1
324750,1
96790,1
47861,1
399390,1
319517,1
365426,0
326885,1
90313,1
408231,1
126617,1
188420,1
59773,1
104269,0
111179,1
435557,1
221574,1
411782,1
104259,0
190864,1
266894,1
4264,1
295763,1
239021,1
283179,1
74239,1
3194,0
83751,1
365068,1
101522,1
124461,1
342210,1
38087,1
118754,1
58745,1
172351,1
445131,1
463468,1
110912,1
47865,1
378168,1
117536,1
50144,1
403929,1
297066,1
181482,0
1809,1
173512,0
64889,1
158712,0
208843,1
151962,1
326856,1
322358,1
347569,1
283026,1
378149,1
52173,1
249456,1
294514,1
156060,1
67142,1
446143,1
6157,0
51643,1
113961,1
197269,1
90698,1
5673,0
418437,1
452155,1
135887,1
340394,1
312268,1
426284,1
171370,1
71265,1
387241,1
100925,1
298137,1
365694,1
26852,1
373873,1
390396,1
245906,1
334218,1
96688,1
19132,1
266721,1
316953,1
331845,1
397232,1
265521,1
313210,1
449234,1
60584,1
76465,1
340480,1
398805,1
163656,1
46662,1
130559,1
43068,1
349694,1
60789,1
354111,1
307397,1
336055,1
279914,1
126717,0
457411,1
256530,1
389307,0
84086,0
200747,1
269063,1
324065,1
196795,1
116285,1
284720,1
452864,1
388180,1
357220,1
263325,0
425219,1
384114,1
69153,1
128744,1
391893,1
339667,1
417593,1
349474,1
452766,1
326974,1
194770,1
284405,1
465201,1
204817,1
229658,1
158294,1
376221,1
120124,1
360455,1
107731,1
324634,1
87530,1
59896,1
42960,1
309813,1
125852,1
269649,1
168254,1
314413,1
133923,0
347850,1
169519,0
97686,1
60755,1
445258,1
61014,1
80872,1
334509,1
19962,1
74865,1
406310,1
146886,0
47823,1
72288,1
355037,1
281439,1
125955,1
102596,1
435741,1
19405,1
276301,1
223837,1
259486,1
188368,0
290761,1
353933,1
433870,1
463234,1
422380,1
258091,1
347159,1
229262,0
262623,1
312983,0
224956,1
137199,1
118727,1
224660,1
146194,1
459527,1
85304,1
456163,1
149927,1
103933,1
163061,1
446956,0
270519,1
228840,0
266952,1
360533,1
333672,1
331806,1
355280,1
456328,1
349791,0
271010,1
206508,1
84003,1
35736,1
22384,0
35338,1
267859,1
226570,1
459407,0
260772,1
391250,1
28250,1
423902,0
405526,1
153740,1
170021,1
35219,1
32044,1
402309,1
310136,1
133416,1
304464,1
126930,0
120569,1
214143,1
293455,1
40145,1
196534,0
21186,1
373307,1
407305,1
169872,1
325197,1
142754,1
456498,1
402446,1
387221,1
229432,0
306328,1
54146,1
447231,1
266676,1
31775,1
43883,1
143591,1
211269,1
179313,1
189070,0
202022,0
111713,1
5764,1
162414,1
339714,1
174598,1
196143,0
54129,1
249480,1
390133,0
251068,1
258818,1
55583,1
197356,1
377393,1
285610,0
162752,1
336646,1
302298,1
1178,1
24903,1
295321,1
371153,1
108776,1
401467,1
455795,1
315662,1
176383,1
460425,1
384385,1
178533,1
421127,1
393010,1
340232,1
5270,1
407902,1
388109,1
159871,1
344164,1
170140,1
375617,1
461848,1
641,1
276259,1
440427,1
143493,1
124155,1
285313,1
429927,1
128768,1
372178,1
330454,1
193097,1
445793,1
170250,1
365274,1
301870,1
170661,1
170428,0
101755,1
319768,0
109769,1
113077,1
90050,1
435881,1
276906,1
47845,1
252495,1
269936,0
286513,1
215472,1
418845,1
296877,1
11576,0
396928,0
28396,1
242435,1
134567,0
402551,1
245610,1
402529,1
379237,1
418043,1
345593,1
380530,1
351720,1
235502,1
405111,1
148997,1
33139,1
373122,1
262428,1
277008,1
30204,1
432109,1
306999,0
448585,1
206703,0
126957,1
37319,1
52366,1
137234,1
160767,1
82556,1
102430,0
212501,1
219142,0
215414,1
102540,1
51202,1
21327,1
49710,1
414064,1
111927,1
48870,1
9309,1
217191,1
82422,1
53747,1
109415,1
305561,1
116152,1
133697,1
121079,1
256967,1
91352,1
218506,1
407756,1
97742,1
238164,1
265189,1
8288,1
460828,1
6539,1
254152,0
458433,1
55169,1
202189,1
266005,1
30338,1
206901,1
331434,1
112961,1
145372,1
192255,0
284002,1
362783,1
241750,1
170798,1
153856,1
276883,1
395086,0
38092,1
433339,1
290271,1
161652,1
238864,1
149259,0
316123,1
339083,1
187448,1
277495,1
305312,1
401197,1
320808,1
336283,0
100409,1
183858,1
3351,1
221018,1
304167,1
196449,1
276621,1
379396,1
450599,1
364214,1
290058,1
184995,1
292308,1
66900,1
56422,1
212284,1
181102,1
266929,0
13177,1
376134,1
36914,1
321413,1
210067,1
275624,1
227438,1
377620,1
123997,1
330815,1
266925,1
229461,1
295771,1
379138,1
102549,1
210204,1
175512,1
44458,0
100343,1
350521,1
103080,1
69205,1
432321,1
377520,1
73276,1
464296,1
208038,1
458378,1
313825,1
369177,1
449982,1
306312,1
376963,1
161612,1
183923,1
228455,1
419731,0
338605,1
50996,1
333792,1
431684,0
145552,1
83272,1
178041,1
383480,1
90812,1
141693,1
296883,0
439028,1
395509,1
360535,1
332097,1
96709,1
183012,0
78093,1
235552,1
314328,1
157396,1
186196,1
453050,0
39086,1
404009,1
33214,1
305863,1
14957,1
260481,1
61369,1
400374,1
26694,1
57923,1
348096,1
430361,1
213719,1
254404,1
303392,0
204328,1
101503,1
227797,1
15095,1
380236,1
460942,1
116216,1
328775,1
258029,1
174523,1
191456,0
460065,1
218832,1
150739,1
458988,1
432609,1
261273,1
405913,1
173477,1
351234,1
104662,0
256793,1
442795,1
407030,1
271064,1
51296,0
275209,1
109690,1
365899,1
429092,1
465296,1
157017,1
79646,1
346191,1
361943,1
324623,1
202389,1
232223,1
364208,1
140914,1
260618,1
179007,1
53433,0
460179,0
307795,1
331953,1
157176,1
391955,0
291099,1
250784,1
399994,1
182541,1
338332,1
183824,1
416413,1
204217,1
282040,1
150873,0
188028,1
229308,1
434840,1
189693,1
448272,1
236948,1
221403,1
287420,1
374158,0
83986,1
287093,1
43148,1
85035,1
374724,0
322135,1
160181,1
173662,1
458825,1
5931,1
129623,1
209646,1
115591,1
412867,1
393766,0
255254,1
212892,1
301357,0
350297,1
369007,1
441934,1
45526,1
323253,1
262676,1
172886,1
168343,1
46784,1
69408,1
94870,1
135623,1
181559,1
360839,1
24134,1
399911,1
179176,1
301915,1
135244,1
195249,1
447054,1
177784,1
197320,1
232128,1
121680,1
391707,1
212264,1
456870,1
426101,1
340886,1
424171,1
210797,1
233471,1
91214,1
381043,1
446180,1
341721,1
363697,0
316184,0
372991,0
50972,1
27004,1
278128,1
388078,1
88900,1
268271,1
420418,1
11078,1
372470,1
310400,1
227150,1
350502,1
300551,1
145059,0
411825,1
465268,1
228385,1
60351,1
42340,0
11658,1
441945,1
62927,1
14173,0
213841,1
5754,1
317309,1
421091,1
169014,1
425096,1
460185,1
441964,1
194565,1
17736,1
393453,1
290054,1
138285,1
376416,1
466115,0
439473,1
188949,0
343955,1
6719,1
66898,1
72640,1
175594,1
326344,1
232587,1
290752,1
460692,1
418580,1
422125,0
34074,1
109164,1
322723,1
292886,0
407248,1
126145,0
289327,1
185514,1
205022,1
196356,0
459664,1
87491,1
393494,1
297776,1
161556,1
201267,1
68422,1
89247,1
1245,1
166296,1
90771,1
441755,1
238914,1
119878,1
78969,1
133675,1
404091,1
57191,1
452110,1
218245,1
283050,1
364614,1
134623,1
359979,1
447552,1
240044,1
267809,1
246234,1
276777,0
426283,1
171400,1
397062,1
92011,1
46903,1
221098,1
40343,0
80981,1
249316,1
157770,1
87757,1
156041,1
89723,1
136555,1
365236,1
170273,0
90723,1
284167,0
315480,1
140278,1
266124,1
296374,1
252558,1
162025,1
333668,1
293210,0
112027,1
203242,1
305747,1
207654,1
378176,1
177177,1
104784,1
3575,1
223323,1
190951,1
335776,1
232986,1
421112,0
12588,0
249392,1
280109,1
428739,0
357699,1
391812,1
99528,1
230544,1
180107,0
180836,1
152087,1
54301,1
4198,1
290856,1
86313,1
405763,1
118573,0
340251,1
338407,1
54443,1
42163,0
438044,1
240885,1
41998,1
93357,1
79292,1
148358,0
35342,1
250275,1
202404,1
414312,1
464987,0
149037,1
253767,1
393364,1
278142,0
99174,1
63036,1
389160,1
300395,1
53035,1
128720,1
460916,0
30591,1
386494,1
421902,1
138259,0
284854,1
391833,1
105792,1
270203,1
370521,1
196648,1
61574,1
296790,1
390906,1
144589,1
352514,1
23405,1
426479,1
33657,1
297627,1
351464,1
320693,1
282198,1
453501,1
383164,1
58742,1
407101,1
13104,1
83927,1
368947,1
437755,1
396192,1
174733,1
434647,1
376004,1
30521,1
288141,1
145710,1
163240,1
196530,1
435418,1
395474,1
442153,1
411965,1
320489,1
386358,1
279457,1
7418,0
292422,1
132553,1
168449,0
124791,1
396675,0
201590,1
11485,1
96984,1
318965,1
192683,1
86429,1
4192,1
346294,1
52829,1
77516,1
383738,1
327123,1
182900,0
385694,1
128088,1
329005,0
1016,1
135621,1
131983,1
407221,1
314202,1
150536,0
454594,1
161412,1
389148,0
198710,1
362436,0
109243,1
113063,1
328990,1
34680,1
39074,1
233733,1
410160,0
163245,1
291857,0
76914,1
41940,0
268252,1
57674,1
88486,0
412844,1
389801,1
5897,1
166034,1
198998,0
218683,1
407368,1
102061,1
46286,1
131430,1
148838,1
172528,1
364878,0
123417,1
451956,1
246700,1
18505,1
23586,0
384585,1
76288,0
22095,1
327869,1
76907,1
88403,1
210132,1
378366,1
376916,1
344595,1
32108,1
68314,1
88189,0
46588,1
111863,1
135581,1
450596,1
144918,0
258586,1
188601,1
218361,1
271379,1
288747,1
97956,1
254470,1
125698,1
315314,1
211595,1
6498,0
355267,0
120903,1
220154,0
225191,1
363935,1
328505,1
148641,1
205092,1
182,0
375165,1
6969,1
241079,1
109611,1
47778,1
26712,1
317864,1
229208,0
387303,1
53682,1
184798,1
250922,1
21205,1
8453,1
446342,1
97505,1
314910,1
436007,1
458239,1
78095,1
417657,1
45588,0
310850,1
240726,1
402566,1
51982,1
1372,1
139708,0
62908,1
392233,1
301945,1
147651,0
10215,1
451544,1
85181,1
421769,1
333484,1
311015,0
11024,1
287279,0
359933,1
111574,1
162709,0
250412,1
210071,1
169108,1
21741,1
317443,1
311570,1
415837,1
104076,1
33101,1
191826,1
6301,1
367544,1
266213,0
235940,1
80468,1
174865,1
78141,1
141633,1
229360,1
349388,1
197293,1
160891,0
134076,1
151068,0
218429,1
296422,1
145240,1
149044,1
318130,1
109740,1
127263,1
63407,1
221076,1
310699,1
212881,1
221784,1
204592,1
94493,0
288215,1
315197,1
164978,1
80599,1
133919,1
135554,1
27246,1
215373,1
186469,1
92346,1
198021,1
366380,0
311631,1
257756,1
347483,1
416961,0
98992,1
189888,1
424647,1
384980,1
437909,0
455202,1
82055,1
299508,1
186730,1
278014,1
198764,0
286561,1
456898,1
154304,0
183878,1
207767,1
460311,1
98062,1
367064,1
301498,1
450864,1
352856,1
289348,1
172568,0
195277,1
422363,1
40316,1
6543,0
78122,1
106906,1
124659,1
88225,1
168245,1
187743,0
117589,1
392198,1
258462,1
385981,1
177314,1
406045,0
343602,1
30310,1
384960,1
309893,1
403067,1
164837,1
166013,1
142621,0
224333,1
239367,1
171105,1
170522,1
257122,1
181684,1
367794,1
60438,0
150092,1
117794,1
209464,1
45827,1
111231,1
350478,1
57406,1
285443,1
149662,0
41613,1
196361,1
108253,1
221836,1
246532,1
103264,1
360712,1
212583,1
143814,1
6432,1
62352,1
119355,0
86671,0
331878,1
300345,1
207313,1
461091,1
458516,1
265977,1
312514,1
402349,0
172368,1
141443,1
336693,1
101768,1
37927,1
88604,1
79531,1
12187,1
217481,1
122054,1
89793,1
435677,1
47776,1
372274,1
316976,1
351125,1
257568,1
384576,1
310821,1
205762,1
81399,1
275228,1
463670,0
19157,1
163662,1
434602,1
269174,1
303347,0
88490,1
234394,1
51402,1
454697,1
406357,1
382101,1
14057,1
372088,1
336104,1
180403,1
221776,1
30388,0
369033,1
11705,1
97141,1
370433,1
213344,0
401808,1
380589,1
339791,1
350159,1
271810,1
267283,1
289071,1
363729,0
348710,1
290623,1
79282,1
427474,1
158525,1
277470,1
409793,1
154576,1
99275,0
419732,1
385117,1
328916,1
29210,1
464190,1
142116,1
337980,1
307826,1
81265,1
84200,1
263109,1
234203,0
405769,1
107797,1
377795,1
97885,1
441919,1
330192,0
465119,0
303212,1
117956,1
391095,1
412907,1
286478,1
330462,1
267521,1
291893,1
230090,1
234269,1
266131,1
396911,1
300284,1
67606,0
410463,1
160685,1
406560,1
174908,0
422844,1
101260,1
391607,1
213693,1
387099,1
242054,1
99192,0
410927,1
300773,1
227484,1
340871,0
358778,1
335099,0
25888,1
118527,1
347888,1
438066,1
258463,0
260836,1
79984,1
443095,1
322287,1
35243,0
236654,1
450955,1
204549,0
437348,1
3840,1
353371,1
149916,1
389541,1
294498,1
217693,0
294215,1
89689,0
445433,1
354422,1
283114,1
379204,1
26094,0
244672,1
207071,1
451820,1
19938,1
143914,0
403620,1
115432,1
111396,1
16789,0
236677,1
86063,1
50982,1
190574,1
412296,0
322594,1
47885,1
113007,1
103607,0
393593,1
24874,1
391798,1
419015,1
302896,1
119269,1
391881,1
228160,1
367163,0
19974,1
455006,1
244762,1
22788,1
188937,1
158669,0
399365,1
29909,1
327847,1
402825,0
114598,1
100357,1
348466,0
376979,1
228375,1
445114,0
195184,1
20228,1
287340,1
255479,1
22526,1
177515,1
68822,1
301872,1
219525,0
314766,1
449376,1
324810,1
140060,1
462122,1
379885,1
21838,1
266246,1
277565,1
311370,0
46196,1
182269,0
142474,1
139256,1
30153,1
439604,1
353242,1
278971,1
190612,0
282189,1
382440,0
129804,1
213569,1
197071,0
271137,1
146875,1
363179,1
132244,1
110799,1
147444,1
295695,1
37466,1
282184,1
322451,1
235651,1
361287,1
95301,0
118290,1
266494,1
113144,1
62773,0
404293,0
346455,1
261073,1
20993,0
10205,1
87917,1
269726,1
129967,1
144220,1
141687,1
257118,0
259788,1
368248,1
417985,1
189900,1
155644,1
372068,1
293119,1
251415,1
71195,1
189875,1
97750,1
93913,1
179766,1
50037,1
454431,1
231556,1
207773,1
41585,0
301933,1
206655,0
61004,1
79596,1
117516,1
377309,1
274092,1
453826,1
35096,1
352693,1
161290,0
25935,1
380979,1
2426,0
449659,0
353805,1
142258,1
179174,1
127202,1
357758,1
23815,1
461192,1
166644,1
174173,1
434982,1
155689,1
114761,1
165076,1
416343,0
243674,1
192116,0
52390,1
169932,1
429522,1
63063,1
240138,1
75132,1
35806,1
206038,1
201066,1
129680,1
215006,0
28188,1
245604,0
240738,1
355958,1
23991,1
221927,1
110000,1
108764,1
212850,0
52652,1
465047,1
13407,1
206255,1
128275,1
178051,1
148111,1
292320,1
78298,1
186461,1
273697,0
178143,1
216380,0
143846,1
197043,1
211268,1
3772,1
329630,1
332759,1
93206,0
340880,1
250363,1
123125,1
85673,1
133757,1
70492,1
198894,1
314832,1
132135,1
449014,1
284450,1
429049,1
65879,1
284041,1
200618,1
332836,1
101025,1
264005,1
274764,1
223417,1
265707,1
179926,1
264193,1
265269,1
316570,1
147387,0
205264,1
303526,1
32014,1
287025,1
190538,1
222165,1
81898,1
150608,1
145709,1
350120,1
95693,1
26173,1
412232,1
411611,1
358616,1
279048,1
42072,1
195787,1
63467,1
337384,0
14908,1
368577,1
204245,1
205605,0
141453,1
120666,1
198945,0
87140,1
247904,1
111909,1
421631,1
1088,1
17750,0
280791,1
229808,1
695,0
221947,1
55993,1
286872,1
79505,1
371263,1
442691,1
294404,1
91973,1
406132,0
437,1
219100,1
14504,0
424618,1
67419,1
100017,1
362884,1
216245,1
318224,1
56462,1
229481,1
322301,1
346222,1
167688,1
90467,1
398627,1
116473,1
370484,1
285598,1
345996,1
65087,1
271795,1
261706,1
38286,1
27836,1
125757,1
351155,1
202926,1
440180,0
410292,1
316290,1
448469,1
282115,1
245832,1
385267,1
259881,1
393439,1
394445,1
324448,1
35178,1
443456,1
220052,1
111112,1
311983,1
446504,1
2618,1
25409,1
461386,1
45896,1
208862,0
335042,1
126358,1
367346,1
12683,1
88222,1
146395,1
274577,0
95762,1
453330,1
299548,1
187892,1
352468,1
356366,1
459192,1
206671,1
141581,1
63782,1
264321,1
9616,1
96699,1
118597,1
268925,0
16672,1
9648,1
143871,0
302038,1
340827,1
107183,1
444294,1
116946,1
43823,1
336344,0
393797,1
221299,1
234846,1
318828,1
252575,1
303872,1
142820,1
116276,1
93490,1
395551,1
44232,1
456781,0
244797,1
371499,1
221611,1
119122,1
358421,1
214136,1
265459,1
464886,1
449111,1
193720,1
323580,1
168258,1
73094,1
94670,1
307359,1
379867,1
314224,1
148117,1
38652,1
206872,1
242868,1
267620,1
247790,1
414682,1
239768,1
204632,0
59899,1
76906,1
355436,1
285123,1
312941,1
253486,0
2942,1
111099,1
391682,1
426777,0
435598,1
256914,1
155107,1
255010,1
27934,1
56657,0
124404,1
397050,1
435391,1
16717,1
299269,1
133746,1
331979,1
360435,1
123657,1
154299,1
124478,1
454324,1
417906,1
106291,1
323504,1
207320,0
62117,1
450937,1
372873,1
111876,1
297664,1
82895,1
428136,1
63159,1
337591,1
311392,1
440528,1
321789,1
443506,1
140730,1
296554,1
266906,1
426067,1
386938,1
327768,1
258045,0
73388,1
27552,1
442780,0
321655,1
239408,1
86025,1
155050,0
213999,1
248381,1
331351,0
393774,1
416657,1
59729,1
357434,1
24256,1
20296,0
459049,1
307566,1
390460,0
256254,1
154500,1
214626,1
297504,0
346132,1
365557,1
395208,1
398222,1
265902,1
163170,1
80313,1
405756,1
183391,1
207094,1
142504,1
96125,1
416109,1
334602,1
63940,1
99550,1
347110,1
150406,1
177710,1
55991,1
108088,1
134187,1
152408,1
322329,1
431264,1
40989,1
341250,1
456028,1
254139,1
130000,1
88038,1
462349,1
337173,1
32639,1
118122,1
405579,1
36165,1
441305,1
279545,1
338883,1
132819,1
304236,1
348921,1
38633,1
235194,1
222525,1
35615,1
9716,1
128876,1
60884,1
121348,1
222757,1
305119,1
317994,1
124073,1
150745,1
195708,1
220854,1
435083,1
66200,1
11469,1
285292,1
178410,0
260112,1
78238,1
60514,1
172134,1
214504,1
166541,1
450343,1
206393,1
424792,1
441445,1
199607,0
17262,1
319994,0
405009,1
403921,0
432991,1
464203,1
158266,1
215108,1
64401,1
147381,1
163593,1
255355,1
273726,1
35406,1
422348,1
146265,1
186297,1
189542,0
201573,1
413275,0
303618,1
331098,1
358802,1
317918,1
351054,1
400312,0
279725,1
220739,1
129287,1
322325,1
159087,1
181928,1
80407,1
42521,0
231597,1
363281,1
285311,0
77178,1
218747,1
262942,1
228983,1
305999,1
183788,1
200448,1
61531,1
231788,1
285314,1
216689,0
325222,1
338557,1
415821,1
223580,1
430829,1
142602,1
77712,1
262336,1
144405,1
88503,1
388501,1
219919,1
28698,1
453664,1
217890,1
169073,1
336259,1
173248,1
6502,1
459065,1
18108,0
35936,1
322507,1
161128,1
344309,1
231685,1
179734,1
384013,1
347374,1
147225,1
175490,1
323532,0
91244,1
241203,1
4940,1
260781,1
228224,1
461071,0
85106,1
241378,1
254717,1
274152,1
18401,1
378839,1
15714,0
435518,1
15206,1
222041,1
425729,1
357995,1
299392,1
439466,1
163406,1
425949,1
22501,0
368218,1
416904,1
208660,1
143690,1
59288,1
134680,1
305688,1
151209,1
210782,1
16792,1
53913,1
404698,1
20143,1
318019,1
287371,1
258724,1
13943,1
421609,1
189440,1
236844,1
10228,1
253623,0
460571,1
95911,1
247258,1
162654,1
128834,1
109668,1
290014,1
432892,1
417584,1
192109,1
186044,1
130295,1
377188,1
142737,1
267516,1
135166,1
325348,1
381978,1
404299,1
349661,1
305294,1
94631,1
150782,1
245331,1
216471,1
394234,1
131152,1
269810,1
247565,1
63522,1
190726,1
158728,1
371715,1
316578,1
24388,1
184653,1
348973,1
258124,1
163777,1
36507,1
75827,1
309552,1
352428,1
265639,1
338420,1
457268,1
20216,0
3015,0
126073,1
382093,1
89785,1
274826,1
445505,1
411521,1
141770,1
389330,1
104202,1
429740,1
189043,1
43633,0
144798,1
193638,1
649,1
149743,1
399741,1
200301,1
255925,1
25263,1
135882,1
341409,1
78497,1
411571,1
342659,1
40852,1
351870,1
329517,1
340308,1
245718,0
344669,1
295742,1
246261,1
7499,1
295935,1
151674,1
289986,1
238234,1
377564,0
41806,1
447522,0
398566,1
156762,1
79393,1
327672,0
233193,1
418175,1
460906,1
20767,1
310692,1
352717,1
60897,1
380045,1
179680,1
449743,1
91274,0
234612,1
228094,0
199802,0
99246,1
230792,0
277993,1
244959,1
179303,1
38228,1
312651,1
56851,1
136081,1
237908,1
335808,1
211623,1
209625,1
455018,1
176232,1
365062,1
296138,1
75050,1
318865,1
87374,1
348716,1
363068,1
408757,1
77548,1
407229,0
321645,0
440319,1
207952,0
3605,1
425365,1
130347,1
142824,1
22327,0
441328,1
65732,1
376379,1
271562,1
391078,1
270735,1
118114,1
179765,1
382011,1
60591,1
254333,1
289684,1
133810,1
258397,1
266520,1
272531,1
88951,1
90164,1
200642,1
4579,1
112600,1
323781,1
98019,0
218518,1
3130,1
160456,1
55600,0
283168,1
208931,1
130763,1
127764,0
222987,1
182022,0
285440,1
413761,1
192462,1
117508,0
11816,1
27661,1
185549,0
386131,0
67955,1
305458,1
126494,1
376627,1
312537,1
404099,1
391957,1
193102,1
112813,1
88137,1
196583,1
196487,1
450756,1
333047,1
401091,1
17820,1
51485,1
439197,1
417565,1
112485,1
273453,1
102705,0
378351,0
410592,1
362411,1
272304,1
130062,0
59510,1
195155,0
386408,1
178237,1
462440,1
462662,1
279194,1
242209,1
436030,0
401630,1
304581,1
190693,1
91409,1
187692,1
75035,1
304955,1
386152,1
247974,1
62861,1
420926,1
226928,1
77901,1
300912,1
308279,1
271651,1
416754,1
287784,1
428268,1
359443,1
335062,0
380852,1
416505,0
101808,1
12286,1
196933,1
186885,1
413307,1
403775,1
21122,1
325675,1
99591,1
369124,0
24607,1
88409,1
321283,1
45976,1
287333,1
79070,1
123542,1
425495,1
385315,1
386798,1
243200,1
340546,1
456857,1
139304,1
380208,1
19720,1
369016,1
293470,1
356993,1
40648,1
59607,1
229705,1
101275,1
69427,1
451187,0
334121,1
86305,1
399640,1
411717,1
51667,1
346998,1
38783,1
82441,1
125789,1
8869,1
196117,1
360754,1
331602,1
363415,0
325442,1
374937,0
59186,1
266105,1
452392,1
114335,1
85942,1
95920,0
192097,0
444097,1
74152,1
133917,1
319457,1
349420,1
438970,1
129144,1
190049,1
274045,1
87179,1
234123,1
12682,0
120072,1
101032,1
14623,1
115502,1
225362,1
120224,1
363595,1
275588,0
214026,0
211080,1
364551,1
393107,1
400426,1
323855,1
269167,1
289801,1
192606,1
388986,1
292647,1
459701,1
457514,1
294003,1
131229,0
425873,1
126035,1
224747,1
313435,1
290045,1
208544,1
290344,1
188484,1
9902,1
313912,1
441098,1
208633,1
420885,1
245076,1
200913,0
53589,1
234040,1
348193,1
372215,1
69016,1
203769,1
114850,1
455444,1
443869,1
339593,1
395732,1
280849,1
87084,1
393720,1
194441,1
223337,1
230912,1
299441,1
407772,1
225161,1
383597,1
353061,1
67352,0
326496,1
110636,1
352534,1
322383,1
451228,1
81700,1
462489,1
225442,1
269435,1
417473,1
220558,0
119876,1
244168,1
343884,1
330692,0
448168,1
274547,1
407320,1
58772,1
76550,1
31322,1
116325,1
396243,1
432966,1
135836,1
139714,1
227891,0
345039,1
224677,1
143323,1
322405,1
14694,1
264251,1
205315,0
373359,1
200435,0
206992,0
124769,0
29022,1
3476,1
311463,1
195381,1
100305,1
355069,1
42664,1
380223,1
301939,1
108456,1
200898,1
50261,1
66814,1
341071,1
355427,1
299517,1
313102,1
253461,1
377764,1
449378,1
142988,0
429066,1
170384,0
179520,1
152678,1
131079,1
81138,1
161322,1
173030,1
74031,1
376887,1
173809,1
87965,1
168356,1
458203,1
453327,1
357929,1
280918,1
178541,1
353826,1
189270,1
294326,1
21590,1
234899,1
400569,1
434801,1
143011,1
390496,1
395591,1
38197,1
455602,1
252643,1
260613,0
218224,1
280635,1
429844,0
362060,1
43399,1
399931,1
329555,1
17685,1
368669,1
103819,1
159273,1
217087,1
402519,1
222839,1
373379,1
16891,1
264231,1
50827,0
54618,0
139824,1
92714,1
410634,1
41661,1
325824,1
230311,1
41257,1
285993,1
71286,1
112460,1
147377,1
84025,1
29683,1
153108,1
299314,1
454036,1
362360,1
3664,1
400120,1
39894,1
277523,1
103001,1
121650,1
105417,1
8487,1
157511,1
3377,0
7134,1
342941,1
249478,1
354357,1
91721,1
100718,0
130531,1
76837,1
438149,1
438260,1
352853,1
406161,1
53622,1
196606,1
7617,1
312743,1
353047,1
446489,1
347380,1
384627,1
44162,1
432397,1
346023,1
216185,1
247492,1
339721,1
255769,1
196764,1
465882,1
260670,1
294349,1
452526,1
389026,1
133423,1
220955,1
279393,1
382005,1
261152,1
106356,1
251771,1
151924,1
343085,1
91318,1
204563,1
336447,1
100994,1
27758,1
110415,1
428229,1
211438,1
388353,1
17167,1
256090,1
389716,1
437899,1
77601,1
253256,1
42709,1
219246,1
85026,1
252900,1
177231,1
216790,1
327395,1
243443,1
259377,1
425722,1
405566,1
256858,1
139094,1
434194,1
202284,1
324674,1
105875,1
367621,1
71083,1
365078,1
290936,1
82075,1
303884,1
197622,1
35724,1
214756,1
416991,0
129826,1
24626,1
466069,1
328049,1
11248,1
275472,1
177931,1
425654,1
82775,1
406426,1
314734,1
360380,1
170487,1
231624,1
389066,1
460649,1
351016,0
185552,1
248791,1
459644,1
31830,1
124287,0
224231,1
186330,1
19444,1
421101,1
257378,1
387461,1
32255,0
68932,1
349838,1
80247,1
216623,1
136636,1
357216,1
412297,1
340051,1
314476,1
350659,1
190919,1
240065,1
118904,1
436487,1
230234,1
208624,1
223876,1
353926,1
93507,1
451162,1
170388,1
19260,1
193667,1
253562,1
139582,1
420313,1
371163,1
29625,1
5609,1
376341,1
431018,1
166696,0
136739,1
360114,1
142384,0
232500,0
152633,1
297513,0
326918,1
434459,1
294052,0
224939,1
259501,1
465739,1
96361,1
84450,1
436930,1
302403,1
295508,1
343982,0
344786,1
3606,0
333871,1
70510,1
134382,1
346812,1
167948,1
47730,1
43557,1
352236,1
92093,1
214661,1
437492,1
346260,1
172194,1
266787,1
183693,1
232802,1
32250,1
363024,1
241070,1
24016,1
172304,1
87249,1
83741,1
247266,1
12717,1
190814,1
322083,1
338685,1
406277,0
187885,1
286792,1
35136,1
146675,1
16231,1
369900,1
54681,1
74660,1
222714,1
67420,1
72017,1
219767,1
65,1
456041,1
114127,1
417048,1
240319,1
401933,1
297830,1
125641,1
415326,1
107824,1
168120,0
266195,0
148099,1
375899,1
222008,1
279244,1
338880,1
33803,1
131537,1
245280,1
44811,1
300134,1
398725,1
344163,1
248979,1
149580,1
139215,1
361957,1
45748,1
254835,1
